"timeframe","Cluster_tr2000","TotPop","cluster_tr2000_nf","start_date","end_date","PctPopUnder18Years","PctPop65andOverYears","PctForeignBorn","PctBlackNonHispBridge","PctWhiteNonHispBridge","PctHisp","PctAsianPINonHispBridge","PctFamiliesOwnChildrenFH","PctPopUnder18Years_m","PctPop65andOverYears_m","PctForeignBorn_m","PctBlackNonHispBridge_m","PctWhiteNonHispBridge_m","PctHisp_m","PctAPINonHispBridge_m","PctFamiliesOwnChildFH_m","PctChgTotPop","PctChgPopUnder18Years","PctChgPop65andOverYear","indc"
"2012-16","Cluster 11",12940.09,11,"01JAN2011","31DEC2015",23.2089,18.5328,16.8018,5.2867,74.1017,9.6914,5.6341,11.8993,2.61611,2.29223,3.10888,1.80057,3.17525,2.47724,1.34828,6.1262,".",".",".",1
"2012-16","Cluster 12",15856.96,12,"01JAN2011","31DEC2015",11.4863,16.3880,19.9742,9.2949,72.1089,8.6201,7.1916,15.3125,2.20088,2.27444,3.20557,3.25006,3.50224,2.45904,1.79924,6.0562,".",".",".",1
"2012-16","Cluster 13",19829.67,13,"01JAN2011","31DEC2015",17.6289,16.0230,21.4590,6.7482,71.5414,11.9011,6.2101,7.9504,1.45683,1.46556,2.10391,2.10331,2.09785,2.01939,1.26905,3.8552,".",".",".",1
"2012-16","Cluster 14",12730.33,14,"01JAN2011","31DEC2015",9.4833,16.6586,21.3958,6.6679,73.9539,8.2641,6.5557,17.5788,2.24298,2.35773,3.98030,2.37190,3.71087,3.33922,2.21930,8.6204,".",".",".",1
"2012-16","Cluster 15",13271.04,15,"01JAN2011","31DEC2015",14.0955,17.2131,17.1101,4.0473,72.0948,15.4405,5.3773,18.3826,2.16791,1.90047,2.55627,1.31902,3.03395,3.60863,1.51419,9.5463,".",".",".",1
"2012-16","Cluster 16",4455.00,16,"01JAN2011","31DEC2015",21.3692,20.8979,10.7969,63.6139,26.9360,6.5769,0.5836,20.5128,3.72724,3.38879,3.38607,4.65227,3.09364,4.68856,0.76592,9.9172,".",".",".",1
"2012-16","Cluster 17",22005.31,17,"01JAN2011","31DEC2015",20.1212,13.3517,28.5565,59.9247,12.4947,23.3258,1.7424,31.0658,1.92711,1.14381,3.10544,2.17461,1.19437,3.81166,0.95803,6.6840,".",".",".",1
"2012-16","Cluster 18",44447.00,18,"01JAN2011","31DEC2015",19.1127,12.1673,24.0376,53.3647,17.3735,23.7879,2.3556,34.1098,1.45083,0.89204,2.17496,2.14841,1.13811,2.17848,0.58182,5.2826,".",".",".",1
"2012-16","Cluster 19",15669.00,19,"01JAN2011","31DEC2015",19.7205,12.6109,22.5094,62.4035,14.9722,19.5992,2.1316,44.1098,2.37763,1.42053,3.24375,4.12417,2.35945,4.32048,0.95674,9.5695,".",".",".",1
"2012-16","Cluster 20",10064.00,20,"01JAN2011","31DEC2015",18.8394,22.2874,6.4487,71.3235,15.6797,10.3041,0.6558,40.2427,3.22415,1.88026,2.27676,2.13072,2.59202,5.87958,0.58358,12.7788,".",".",".",1
"2012-16","Cluster 21",22017.00,21,"01JAN2011","31DEC2015",15.0429,9.2292,10.6599,55.8478,30.4492,7.9348,2.4481,43.6364,1.63805,1.09527,1.68153,3.36194,2.24722,1.68327,0.74070,7.1105,".",".",".",1
"2012-16","Cluster 22",9825.00,22,"01JAN2011","31DEC2015",23.2875,11.8473,8.4173,70.5445,19.2061,5.7710,2.0051,45.4705,3.44968,2.17189,2.30336,3.79702,3.10187,2.33937,0.92027,6.0728,".",".",".",1
"2012-16","Cluster 23",16527.00,23,"01JAN2011","31DEC2015",18.5938,9.4875,11.3148,73.8973,13.6685,7.4605,2.5776,66.9448,2.41407,1.23431,2.44372,3.56058,1.72721,2.64020,1.21378,6.8216,".",".",".",1
"2012-16","Cluster 24",13827.75,24,"01JAN2011","31DEC2015",19.2003,21.1048,8.6962,82.9661,9.2941,4.9535,1.4325,44.7370,2.31583,1.96777,2.15854,2.47874,2.22746,1.70090,1.03726,8.5298,".",".",".",1
"2012-16","Cluster 25",33543.00,25,"01JAN2011","31DEC2015",13.4097,8.2312,6.3024,30.6025,57.7021,5.1486,3.4672,24.4260,1.04229,0.77783,0.81419,2.11534,1.29289,0.90663,0.58722,5.2031,".",".",".",1
"2012-16","Cluster 26",21267.00,26,"01JAN2011","31DEC2015",11.4591,10.5939,7.5657,28.9180,58.9082,6.5830,2.2053,11.0803,1.20982,1.06751,1.45619,1.70537,1.72479,1.39886,0.65152,4.6717,".",".",".",1
"2012-16","Cluster 27",8013.00,27,"01JAN2011","31DEC2015",13.8400,7.2008,4.6425,38.6247,51.8283,4.5301,2.9078,56.3863,3.34016,1.68817,1.48541,5.44437,2.99315,1.62279,1.13501,12.6847,".",".",".",1
"2012-16","Cluster 28",5551.00,28,"01JAN2011","31DEC2015",33.1832,5.8188,1.7654,96.9555,2.2879,0.3063,0.1081,79.2848,4.09575,1.57097,0.98226,3.17123,1.16731,0.40390,0.40791,3.9495,".",".",".",1
"2012-16","Cluster 29",2383.00,29,"01JAN2011","31DEC2015",26.8149,10.7428,1.0491,97.1884,0.9232,0.7554,0.0000,79.1391,5.25628,2.75189,1.29560,3.93473,1.08618,0.79284,0.71215,10.8231,".",".",".",1
"2012-16","Cluster 30",7380.00,30,"01JAN2011","31DEC2015",27.0732,10.0678,5.0813,91.5176,0.8808,6.1247,0.0000,86.1013,4.90541,2.12234,2.51094,2.88087,0.57078,4.56224,0.32520,4.7378,".",".",".",1
"2012-16","Cluster 31",14863.00,31,"01JAN2011","31DEC2015",24.6451,13.4899,7.0511,94.6848,0.7266,3.3170,0.3297,69.4282,2.73808,2.08035,2.37501,2.08836,0.43621,1.64833,0.31569,6.1501,".",".",".",1
"2012-16","Cluster 32",14170.00,32,"01JAN2011","31DEC2015",26.0127,13.3733,3.1404,95.8292,0.3952,3.1546,0.1835,78.4518,3.40243,1.69520,2.55083,1.29259,0.36986,3.09746,0.40894,6.5225,".",".",".",1
"2012-16","Cluster 33",16259.00,33,"01JAN2011","31DEC2015",27.8000,9.8469,2.4479,95.6824,0.7934,2.3310,0.1169,73.9487,2.59650,1.08193,1.26363,0.75810,0.41102,1.43115,0.26290,4.0125,".",".",".",1
"2012-16","Cluster 34",16859.00,34,"01JAN2011","31DEC2015",19.3902,15.2975,3.4284,90.6341,3.2090,2.9480,1.1804,59.8536,2.46361,1.35106,1.32516,2.33036,1.21762,1.76328,1.05692,7.5246,".",".",".",1
"2012-16","Cluster 35",8046.00,35,"01JAN2011","31DEC2015",20.8799,15.2374,2.3614,86.4902,4.8844,6.0776,0.6711,78.8674,4.14860,2.99431,1.11297,3.82622,1.89337,3.99465,0.55853,9.7448,".",".",".",1
"2012-16","Cluster 36",8762.69,36,"01JAN2011","31DEC2015",30.4190,8.5771,1.0944,96.2745,1.2425,0.6721,0.0000,87.5450,3.83711,1.81266,0.73804,2.00632,0.67945,0.65450,0.33570,3.9018,".",".",".",1
"2012-16","Cluster 37",8177.31,37,"01JAN2011","31DEC2015",33.9168,6.4497,2.7283,94.2579,0.5762,3.5966,0.3057,81.6871,3.43870,1.64123,1.48827,4.53491,0.71518,2.99607,0.40153,2.7726,".",".",".",1
"2012-16","Cluster 38",10911.59,38,"01JAN2011","31DEC2015",33.8247,5.5178,3.4958,94.5496,0.9143,3.1183,0.5041,78.8037,3.90781,1.35447,2.00215,2.64352,0.69780,2.99585,0.75519,5.7289,".",".",".",1
"2012-16","Cluster 39",34061.21,39,"01JAN2011","31DEC2015",27.9497,9.3455,2.9957,94.8986,1.5617,1.7056,0.0537,76.6148,1.71504,0.85026,0.76835,1.47169,0.49104,0.81553,0.17287,3.3237,".",".",".",1
"2012-16","Non-cluster area",9066.08,99,"01JAN2011","31DEC2015",27.4858,8.8535,6.3953,45.5400,40.3002,7.5715,2.3686,25.1214,3.69502,2.03740,2.16807,6.56405,3.90673,2.45517,1.38236,8.7998,".",".",".",1
2000,"Cluster 1",18167.00,01,"01JAN2000","31DEC2000",9.0439,6.3026,25.2216,17.5428,60.0925,15.9575,6.1650,26.2262,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 2",46779.00,02,"01JAN2000","31DEC2000",21.8239,8.3093,32.6364,52.7181,13.1704,30.3363,3.1980,48.3420,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 3",10128.00,03,"01JAN2000","31DEC2000",14.3167,8.6098,16.3803,67.4763,18.1477,12.1149,1.6686,56.1753,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 4",18741.00,04,"01JAN2000","31DEC2000",6.0562,7.6837,14.0121,3.7084,85.1022,4.1780,6.5685,10.3226,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 5",11723.00,05,"01JAN2000","31DEC2000",1.2247,11.8516,19.0662,6.1399,75.1816,5.3483,13.1099,14.9795,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 6",16930.00,06,"01JAN2000","31DEC2000",3.7533,6.4184,22.7518,9.1271,71.9992,9.2086,8.6363,29.0414,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 7",20865.00,07,"01JAN2000","31DEC2000",16.3767,8.4160,23.9013,50.1653,25.1474,18.2027,5.8567,46.2836,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 8",8609.00,08,"01JAN2000","31DEC2000",20.8270,16.4479,13.3465,71.3207,16.1575,4.1933,8.0846,65.6627,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 9",11779.00,09,"01JAN2000","31DEC2000",15.4258,15.0183,10.3744,67.2468,25.1974,4.3043,2.3516,72.3502,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 10",12724.00,10,"01JAN2000","31DEC2000",18.4140,23.8368,13.2898,11.3879,78.0651,4.5426,4.9827,12.2784,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 11",10490.00,11,"01JAN2000","31DEC2000",18.7703,15.9390,16.7493,4.7664,84.0324,4.7760,5.4433,6.6164,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 12",14953.00,12,"01JAN2000","31DEC2000",9.7037,13.7765,20.1966,6.9618,78.7869,6.8281,6.9551,11.5866,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 13",18708.00,13,"01JAN2000","31DEC2000",12.8341,11.8131,19.5157,5.0192,80.8852,6.2487,5.9600,12.0306,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 14",11142.00,14,"01JAN2000","31DEC2000",6.3364,14.5396,27.0777,6.5159,75.1750,9.6931,7.9070,28.8425,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 15",12306.00,15,"01JAN2000","31DEC2000",10.8077,15.2446,16.6423,7.7036,79.5547,6.7366,5.2495,12.8995,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 16",4030.00,16,"01JAN2000","31DEC2000",17.9156,22.3077,11.7618,71.9355,20.3970,4.9380,1.3400,31.9540,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 17",18441.00,17,"01JAN2000","31DEC2000",19.2614,16.8429,20.4707,79.6161,6.1981,12.8518,0.6941,44.1608,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 18",39233.00,18,"01JAN2000","31DEC2000",22.4250,16.0248,19.5040,77.2487,5.3628,15.7673,0.9150,46.0112,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 19",12069.00,19,"01JAN2000","31DEC2000",14.1188,18.5351,7.5317,79.2112,15.7262,2.0714,2.1460,51.0204,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 20",9576.00,20,"01JAN2000","31DEC2000",19.7055,22.6295,6.0777,85.7456,9.5238,4.0414,0.5848,43.9681,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 21",18429.00,21,"01JAN2000","31DEC2000",23.6963,12.9741,5.5076,91.6273,4.0317,3.7007,0.2008,62.7203,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 22",8906.00,22,"01JAN2000","31DEC2000",24.6912,14.7766,3.6043,88.2551,7.2985,2.6499,0.7748,46.2857,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 23",13909.00,23,"01JAN2000","31DEC2000",25.3289,13.0994,3.5229,92.4797,5.0543,1.3229,0.8771,72.9379,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 24",11348.00,24,"01JAN2000","31DEC2000",18.7610,26.4804,3.4984,93.8139,2.2118,2.8023,0.8283,52.4209,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 25",27370.00,25,"01JAN2000","31DEC2000",17.9357,11.6478,4.9324,66.9565,28.5641,2.4699,1.5199,56.1775,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 26",18489.00,26,"01JAN2000","31DEC2000",10.7523,8.9134,5.6304,46.3086,47.8014,3.1478,2.4122,35.7385,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 27",4633.00,27,"01JAN2000","31DEC2000",33.6931,10.3173,3.6262,88.9704,7.2307,3.0218,0.4964,80.9668,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 28",4873.00,28,"01JAN2000","31DEC2000",36.3226,8.1469,1.2518,97.1270,2.0932,0.3694,0.1642,78.0275,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 29",2374.00,29,"01JAN2000","31DEC2000",39.0480,10.5729,1.3479,97.4305,0.4212,0.9267,1.2216,61.0000,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 30",6167.00,30,"01JAN2000","31DEC2000",30.0795,10.9940,1.7513,98.1515,0.5513,1.0702,0.0811,71.8719,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 31",14113.00,31,"01JAN2000","31DEC2000",29.0796,13.8950,0.7369,98.4341,0.7015,0.6165,0.1417,68.9076,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 32",12493.00,32,"01JAN2000","31DEC2000",27.2553,14.6162,1.6169,97.1824,0.4483,1.2007,0.1761,75.4338,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 33",15080.00,33,"01JAN2000","31DEC2000",31.9960,13.5942,0.8488,98.7931,0.2188,0.2520,0.5769,66.7720,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 34",15536.00,34,"01JAN2000","31DEC2000",21.9104,14.3795,1.8151,96.6079,1.8409,1.0170,0.2768,59.1460,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 35",8025.00,35,"01JAN2000","31DEC2000",22.2555,13.8692,2.3551,92.7726,4.8723,1.4455,0.3738,63.0648,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 36",6395.00,36,"01JAN2000","31DEC2000",36.7162,6.8178,0.8288,98.7177,0.6099,0.2346,0.3440,75.9676,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 37",8596.00,37,"01JAN2000","31DEC2000",42.5779,5.3513,1.2913,98.7203,0.7213,0.2327,0.3257,73.9420,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 38",9058.00,38,"01JAN2000","31DEC2000",41.3667,5.9726,0.5189,98.7746,0.0994,0.7728,0.1987,77.4291,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 39",30583.00,39,"01JAN2000","31DEC2000",34.4963,7.0889,2.1286,97.2239,0.9744,0.7782,0.5624,71.7132,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Non-cluster area",8289.00,99,"01JAN2000","31DEC2000",26.1672,2.3766,7.9141,44.5530,43.2863,8.1675,3.5227,14.5872,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 1",17812.00,01,"01JAN1990","31DEC1990",10.8185,7.7813,22.7206,25.8253,56.1475,14.9001,2.5095,37.5887,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 2",45728.00,02,"01JAN1990","31DEC1990",21.8969,11.6581,25.5467,65.8459,11.3147,20.7860,1.5745,53.6270,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 3",10925.00,03,"01JAN1990","31DEC1990",15.4325,11.3867,9.8398,77.8673,12.6590,8.4027,0.7140,61.7978,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 4",17919.00,04,"01JAN1990","31DEC1990",6.0662,8.8286,15.3580,4.1464,85.6242,5.6197,4.4422,21.3555,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 5",11103.97,05,"01JAN1990","31DEC1990",1.4113,13.2944,17.0250,5.1296,82.4504,4.7193,7.1874,4.7287,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 6",16216.03,06,"01JAN1990","31DEC1990",5.6998,6.1100,24.3435,13.6557,65.1191,14.6397,6.1231,29.5373,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 7",19867.00,07,"01JAN1990","31DEC1990",16.1826,9.9210,15.0400,65.4100,22.0818,9.5082,2.7332,60.5814,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 8",8300.00,08,"01JAN1990","31DEC1990",17.8554,20.1566,10.4458,77.3373,11.9277,2.2289,8.4337,60.0806,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 9",11592.00,09,"01JAN1990","31DEC1990",15.4331,10.7315,8.7992,60.1881,34.1787,2.8468,2.0876,61.4901,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 10",11510.00,10,"01JAN1990","31DEC1990",19.4005,20.2606,11.5117,9.4005,84.2050,3.0495,3.0321,13.9307,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 11",10735.00,11,"01JAN1990","31DEC1990",16.0689,17.4197,17.4197,3.8565,86.4741,5.3284,4.1733,5.3000,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 12",14978.00,12,"01JAN1990","31DEC1990",9.1868,19.0146,18.7608,6.0489,82.3007,7.2306,4.2396,10.1842,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 13",17418.00,13,"01JAN1990","31DEC1990",12.8717,12.9004,17.6656,3.6858,86.5312,5.3221,4.4035,14.5115,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 14",11432.00,14,"01JAN1990","31DEC1990",6.4206,18.0546,24.0903,5.4409,78.0966,10.5756,5.7120,32.3105,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 15",12386.00,15,"01JAN1990","31DEC1990",11.1658,17.6732,20.1033,5.7565,82.4076,8.2916,3.3667,10.3527,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 16",4485.00,16,"01JAN1990","31DEC1990",18.0602,17.2129,6.0647,71.9287,25.3289,0.9142,1.5385,24.8889,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 17",19428.00,17,"01JAN1990","31DEC1990",18.6741,15.6784,12.4408,86.4114,6.5627,5.2862,1.0964,44.1795,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 18",40551.00,18,"01JAN1990","31DEC1990",19.0747,17.0403,10.8678,88.4886,5.8445,4.8359,0.4981,54.0758,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 19",13768.00,19,"01JAN1990","31DEC1990",14.5119,13.5822,3.3919,79.9680,16.3568,1.9974,0.8643,54.4845,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 20",9718.00,20,"01JAN1990","31DEC1990",15.7028,17.3698,4.6717,83.7621,13.6654,1.4921,0.7409,40.4686,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 21",20862.00,21,"01JAN1990","31DEC1990",21.6039,14.6774,3.5711,90.3125,7.0607,1.7592,0.5752,57.9261,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 22",10065.00,22,"01JAN1990","31DEC1990",23.2588,15.4198,3.3681,89.1505,8.1570,1.6791,0.6855,55.8923,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 23",17270.00,23,"01JAN1990","31DEC1990",25.7556,14.5107,1.8761,95.5182,3.0805,0.4227,0.2548,66.1559,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 24",11876.00,24,"01JAN1990","31DEC1990",17.8427,24.6127,3.2166,94.4342,3.6123,0.9010,0.1516,41.6595,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 25",30458.00,25,"01JAN1990","31DEC1990",16.8987,12.4368,3.2471,70.2279,27.2211,1.8123,0.6468,55.1994,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 26",19849.00,26,"01JAN1990","31DEC1990",11.7185,8.7914,4.8012,51.0907,45.5892,1.7482,1.2897,41.5398,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 27",5040.00,27,"01JAN1990","31DEC1990",27.1825,12.2421,1.3889,84.5635,13.2143,0.7937,0.7143,79.1436,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 28",5689.00,28,"01JAN1990","31DEC1990",32.2904,7.5057,1.8281,96.1680,2.8828,0.7734,0.0000,71.3273,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 29",1341.00,29,"01JAN1990","31DEC1990",23.0425,20.8054,0.0000,98.7323,1.2677,0.0000,0.0000,71.4286,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 30",6342.00,30,"01JAN1990","31DEC1990",29.4229,11.4948,1.0407,99.1485,0.2838,0.4573,0.0000,67.6715,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 31",16056.00,31,"01JAN1990","31DEC1990",26.9370,13.8204,1.2768,97.9634,0.4235,0.7972,0.2304,65.9327,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 32",14126.00,32,"01JAN1990","31DEC1990",24.8549,13.0681,0.5239,97.8055,0.6371,1.1043,0.3256,65.6681,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 33",18877.00,33,"01JAN1990","31DEC1990",29.0300,10.8704,0.6887,99.2795,0.3655,0.1642,0.1377,67.6522,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 34",17404.00,34,"01JAN1990","31DEC1990",21.5008,11.6008,1.2698,94.7598,4.1715,0.4999,0.1264,57.5254,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 35",8756.00,35,"01JAN1990","31DEC1990",19.5866,11.7177,2.9694,85.3129,11.5121,2.4440,0.7309,52.2402,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 36",7473.00,36,"01JAN1990","31DEC1990",31.7008,12.0835,1.4452,96.5610,1.6459,1.3783,0.0000,75.8848,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 37",8235.00,37,"01JAN1990","31DEC1990",37.4985,5.1973,0.8743,99.5386,0.0971,0.1457,0.1336,79.1126,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 38",9532.00,38,"01JAN1990","31DEC1990",35.3861,6.3470,0.5770,98.9929,0.0734,0.2308,0.2413,80.2932,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 39",36478.00,39,"01JAN1990","31DEC1990",32.3126,4.8824,1.0883,98.0454,1.1048,0.3920,0.0932,71.6556,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Non-cluster area",15299.00,99,"01JAN1990","31DEC1990",21.5374,15.8899,5.1049,42.9636,48.6110,4.7781,3.0460,13.5236,".",".",".",".",".",".",".",".",".",".",".",1
"2000 to 2012-16","Cluster 1",".",01,"01JAN2000","31DEC2016",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",8.5099,-5.417,72.052,1
"2000 to 2012-16","Cluster 2",".",02,"01JAN2000","31DEC2016",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",13.3244,-21.256,0.978,1
"2000 to 2012-16","Cluster 3",".",03,"01JAN2000","31DEC2016",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",40.1264,-13.310,16.743,1
"2000 to 2012-16","Cluster 4",".",04,"01JAN2000","31DEC2016",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",2.9507,78.238,31.736,1
"2000 to 2012-16","Cluster 5",".",05,"01JAN2000","31DEC2016",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",37.5723,166.717,10.206,1
"2000 to 2012-16","Cluster 6",".",06,"01JAN2000","31DEC2016",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",2.1511,23.423,29.107,1
"2000 to 2012-16","Cluster 7",".",07,"01JAN2000","31DEC2016",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",26.2066,-31.812,-5.809,1
"2000 to 2012-16","Cluster 8",".",08,"01JAN2000","31DEC2016",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",76.8066,-7.340,-4.621,1
