"LIBNAME","MEMNAME","MEMLABEL","TYPEMEM","NAME","TYPE","LENGTH","VARNUM","LABEL","FORMAT","FORMATL","FORMATD","INFORMAT","INFORML","INFORMD","JUST","NPOS","NOBS","ENGINE","CRDATE","MODATE","DELOBS","IDXUSAGE","MEMTYPE","IDXCOUNT","PROTECT","FLAGS","COMPRESS","REUSE","SORTED","SORTEDBY","CHARSET","COLLATE","NODUPKEY","NODUPREC","ENCRYPT","POINTOBS","GENMAX","GENNUM","GENNEXT","TRANSCOD"
"WORK","POPULATION_ANC12",,,"PctForeignBorn",1,8,9,"% foreign born",,0,0,,0,0,1,40,200,"V9","09JAN18:12:58:27","09JAN18:12:58:27",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES"
"WORK","POPULATION_ANC12",,,"PctForeignBorn_m",1,8,17,"% foreign born MOE",,0,0,,0,0,1,104,200,"V9","09JAN18:12:58:27","09JAN18:12:58:27",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES"
"WORK","POPULATION_ANC12",,,"PctHisp",1,8,12,"% Hispanic",,0,0,,0,0,1,64,200,"V9","09JAN18:12:58:27","09JAN18:12:58:27",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES"
"WORK","POPULATION_ANC12",,,"PctHisp_m",1,8,20,"% Hispanic MOE",,0,0,,0,0,1,128,200,"V9","09JAN18:12:58:27","09JAN18:12:58:27",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES"
"WORK","POPULATION_ANC12",,,"PctPop65andOverYears",1,8,8,"% senior",,0,0,,0,0,1,32,200,"V9","09JAN18:12:58:27","09JAN18:12:58:27",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES"
"WORK","POPULATION_ANC12",,,"PctPop65andOverYears_m",1,8,16,"% senior MOE",,0,0,,0,0,1,96,200,"V9","09JAN18:12:58:27","09JAN18:12:58:27",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES"
"WORK","POPULATION_ANC12",,,"PctPopUnder18Years",1,8,7,"% children",,0,0,,0,0,1,24,200,"V9","09JAN18:12:58:27","09JAN18:12:58:27",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES"
"WORK","POPULATION_ANC12",,,"PctPopUnder18Years_m",1,8,15,"% children MOE",,0,0,,0,0,1,88,200,"V9","09JAN18:12:58:27","09JAN18:12:58:27",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES"
"WORK","POPULATION_ANC12",,,"PctWhiteNonHispBridge",1,8,11,"% white non-Hispanic",,0,0,,0,0,1,56,200,"V9","09JAN18:12:58:27","09JAN18:12:58:27",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES"
"WORK","POPULATION_ANC12",,,"PctWhiteNonHispBridge_m",1,8,19,"% white non-Hispanic MOE",,0,0,,0,0,1,120,200,"V9","09JAN18:12:58:27","09JAN18:12:58:27",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES"
"WORK","POPULATION_ANC12",,,"TotPop",1,8,3,"Population",,0,0,,0,0,1,0,200,"V9","09JAN18:12:58:27","09JAN18:12:58:27",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES"
"WORK","POPULATION_ANC12",,,"anc2012_nf",2,2,4,,,0,0,,0,0,0,201,200,"V9","09JAN18:12:58:27","09JAN18:12:58:27",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES"
"WORK","POPULATION_ANC12",,,"end_date",1,8,6,,"DATE",9,0,,0,0,1,16,200,"V9","09JAN18:12:58:27","09JAN18:12:58:27",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES"
"WORK","POPULATION_ANC12",,,"indc",1,8,26,,,0,0,,0,0,1,176,200,"V9","09JAN18:12:58:27","09JAN18:12:58:27",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES"
"WORK","POPULATION_ANC12",,,"start_date",1,8,5,,"DATE",9,0,,0,0,1,8,200,"V9","09JAN18:12:58:27","09JAN18:12:58:27",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES"
"WORK","POPULATION_ANC12",,,"timeframe",2,15,1,,,0,0,,0,0,0,184,200,"V9","09JAN18:12:58:27","09JAN18:12:58:27",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES"

